question,answer
下列不属于王小波的"时代三部曲"的是？,《铁器时代》[6](@ref)
《致大海》、《自由颂》出自下列哪位俄国诗人之手？,普希金[6](@ref)
下列作品不属于俄国文学家列夫·托尔斯泰的是？,《钦差大臣》[6](@ref)
下列作品中，不属于唐传奇的是？,《杜十娘怒沉百宝箱》[6](@ref)
"床前明月光"是李白的千古名句，其中"床"指的是？,井上的栏杆[6](@ref)
名句"目送归鸿，手挥五弦"出自竹林七贤中的？,嵇康[6](@ref)
小说《彼得·潘》中，彼得·潘带着孩子们飞往哪座岛？,永无岛[6](@ref)
在鲁迅的小说中，把封建社会归结为"一部吃人的历史"并在结尾喊出"救救孩子"的小说是？,《狂人日记》[6](@ref)
下面哪个是指文艺作品或自然景象中所表现出来的情调和境界？,意境[6](@ref)
下列不属于王维的诗歌的是？,《过故人居》[6](@ref)
谁创造了皮皮鲁和鲁西西的形象？,郑渊洁[6](@ref)
《长袜子皮皮》是来自哪个国家的经典儿童文学作品？,瑞典[6](@ref)
"业精于勤，而荒于嬉"是哪位古人提出来的？,韩愈[6](@ref)
在《尼尔斯骑鹅旅行记》中尼尔斯骑的那只家鹅叫什么名字？,马丁[6](@ref)
诗句"一骑红尘妃子笑，无人知是荔枝来"的"妃子"是指哪个历史人物？,杨玉环[6](@ref)
明代蒋大器在给一部作品作序时说该书"文不甚深，言不甚俗"，这本书是？,《三国演义》[6](@ref)
《搜神记》成书于？,魏晋[6](@ref)
"天行健，君子以自强不息。地势坤，君子以厚德载物。"这句话的出处是？,《周易》[6](@ref)
许慎《说文解字序》中"视而可识，察而见意"是对"六书"中什么所下的定义？,指事[6](@ref)
下列哪两位中外剧作家所处年代相同？,汤显祖、莎士比亚[6](@ref)
叶圣陶先生的原名是？,叶绍钧[6](@ref)
"念天地之悠悠，独怆然而涕下"出自谁的作品？,陈子昂[6](@ref)
诙谐幽默，寓悲于喜，形成"含泪的微笑"的独特风格的美国著名小说家是？,欧·亨利[6](@ref)
下列选项中，不属于《水浒传》的情节的是？,温酒斩华雄[6](@ref)
《彼得·潘》作者是谁？,詹姆斯·巴里[6](@ref)
"方折峻丽，骨力劲健"形容的是哪位书法家的字？,柳公权[6](@ref)
"缘木求鱼"中的"缘"是什么意思？,沿着[6](@ref)
创作了《海底两万里》，被誉为"科学幻想小说鼻祖"的文学家是？,凡尔纳[6](@ref)
太极拳讲究"以柔克刚，以静制动，以弱胜强"，这和下面哪位思想家的观点不谋而合？,老子[6](@ref)
王国维在《人间词话》明确提出了什么说？,境界[6](@ref)
被誉为"美国生活幽默的百科全书"的作品的作者是？,欧·亨利[6](@ref)
《春江花月夜》的作者是唐朝的？,张若虚[6](@ref)
欧洲文学长廊中的四个经典人物形象，以吝啬而闻名，下列作品不属于四大吝啬鬼登场作品的是？,《变色龙》[6](@ref)
"蓬莱文章建安骨，中间小谢又清发"两句中的"小谢"是指？,谢朓[6](@ref)
"后庭花"在文学作品中一般代指？,亡国之音[6](@ref)
下列作品是泰戈尔所作的是？,《吉檀迦利》[6](@ref)
"水"字属于下列哪种汉字构成方式？,象形字[6](@ref)
"杯水车薪"出自下列哪部书？,《孟子》[6](@ref)
"扬州八怪"是指哪朝活跃在扬州的八位风格相近的革新派画家？,清朝[6](@ref)
下面是李商隐诗句的是？,春蚕到死丝方尽，蜡炬成灰泪始干[6](@ref)
"三言"是指《警世通言》、《醒世恒言》、《喻世明言》，作者是？,冯梦龙[6](@ref)
中国十大传世名画之《五牛图》是现存最古的纸本中国画，它的作者是？,韩滉[6](@ref)
孔子弟子中擅长做生意的是？,子贡[6](@ref)
"白马素车"的故事与下列哪位历史人物有关？,伍子胥[6](@ref)
魏晋多名士，《与山巨源绝交书》是魏晋哪位名士写给山涛的？,嵇康[6](@ref)
"天地有大美而无言"是谁提出来的美学观点？,庄子[6](@ref)
"临渊羡鱼，不如退而结网"出自下列哪本书？,《淮南子》[6](@ref)
福楼拜的成名作是长篇小说？,《包法利夫人》[6](@ref)
李白诗句"脚著谢公屐，身登青云梯"中提到的"谢公"是？,谢灵运[6](@ref)
"可怜后主还祠庙，日暮聊为梁甫吟。"这里提到"梁甫吟"是要表达对谁的思念之情？,诸葛亮[6](@ref)
"对酒当歌，人生几何"的作者是？,曹操[6](@ref)
《汤姆叔叔的小屋》的作者是？,斯托夫人[6](@ref)
小说《第二十二条军规》的作者是？,约瑟夫·海勒[6](@ref)
小说《我是猫》的作者是？,夏目漱石[6](@ref)
古代划分阴阳有一套理论，其中表述山川河流的，阳指的是？,山南水北[6](@ref)
1951年获"人民艺术家"称号的是？,老舍[6](@ref)
现代派名画《向日葵》的作者梵高来自哪个国家？,荷兰[6](@ref)
下列哪一首我国著名的民间小调曾被运用于普契尼的歌剧《图兰朵》中？,《茉莉花》[6](@ref)
下列属于俄国画家列宾作品的是？,《伏尔加河上的纤夫》[6](@ref)
《游园惊梦》是哪种戏曲的经典剧目？,昆曲[6](@ref)
"子虚乌有"这个成语与下列哪个人物有关？,司马相如[6](@ref)
雕塑《巴尔扎克像》的作者是？,罗丹[6](@ref)
戏曲演员的演出服装道具称为？,行头[6](@ref)
"悲剧是将有价值的东西毁灭给人看"是谁说的？,鲁迅[6](@ref)
"白山黑水"中，"白山"指的是长白山，"黑水"指的是？,黑龙江[6](@ref)
创作出了"陆小凤""西门吹雪""叶孤城"的武侠小说家是？,古龙[6](@ref)
江姐是下列哪本小说中的人物？,《红岩》[6](@ref)
四大书院中位于江西省的是？,白鹿洞书院[6](@ref)
《阿房宫赋》是谁的代表作？,杜牧[6](@ref)
西汉石雕"马踏匈奴"所表现的是西汉名将的风采？,霍去病[6](@ref)
妙玉是哪部长篇小说中的人物？,《红楼梦》[6](@ref)
《人间喜剧》的创作风格是？,批判现实主义[6](@ref)
"仰观宇宙之大，俯察品类之盛"出自谁的作品？,王羲之[6](@ref)
阿克琉斯是希腊神话中全身刀枪不入的战神，他唯一的弱点在？,脚踝[6](@ref)
成语"首当其冲"的正确解释是？,首先受到攻击伤害[6](@ref)
"吾爱吾师，吾更爱真理"是古希腊哪位著名哲学家的名言？,亚里士多德[6](@ref)
"飞白书"这种书写形式出自下列哪位书法家？,蔡邕[6](@ref)
鼎是中国古代的一种青铜器，据传是谁用天下九牧所贡之金铸成九鼎，象征九州？,禹[6](@ref)
被誉为"天下第一关"的山海关位于下列哪个省份？,河北省[6](@ref)
"树上的鸟儿成双对，绿水青山带笑颜。"出自哪一剧？,《天仙配》[6](@ref)
《多宝塔碑》是哪位书法家的代表作？,颜真卿[6](@ref)
"少了一颗铁钉，丢了一只马掌..."这首民谣体现的是典型的？,蝴蝶效应[6](@ref)
《致橡树》是下列哪位诗人的著名诗作？,舒婷[6](@ref)
著名意识流小说《尤利西斯》是谁的作品？,乔伊斯[6](@ref)
收录了从汉代到隋唐的全部乐府作品的诗集是哪部作品？,《乐府诗集》，编者是宋代的郭茂倩[7](@ref)
唐代"山水田园诗派"以哪些诗人为代表？,孟浩然、王维[7](@ref)
什么是元代散曲中的小令和套数？,小令由单支曲子组成，套数是由同一宫调若干支曲调连缀而成[7](@ref)
《京华烟云》、《吾国与吾民》和《生活的艺术》这三本书的作者是谁？,林语堂[7](@ref)
"初唐四杰"是指哪四位？,王勃、杨炯、卢照邻、骆宾王[7](@ref)
屈原在学习民歌的基础上，创造了哪种新的诗歌样式？,楚辞[7](@ref)
贯穿冰心全部文学创作的主题是什么？,爱——爱自然，爱母亲，爱儿童，爱人民[7](@ref)
什么是章回小说？,以分回标题的形式展开情节的长篇白话小说[7](@ref)
鲁迅写的《野草》和《朝花夕拾》分别属于什么文学体裁？,《野草》是散文诗集，《朝花夕夕拾》是散文集[7](@ref)
"志人"小说《世说新语》属于什么体的小说？,笔记体小说，作者是刘义庆[7](@ref)
开创了我国纪传体史学和传记文学的先河的是哪部作品？,《史记》，作者司马迁[7](@ref)
北宋词人被称为"二晏"的是哪两位？,晏殊，晏几道[7](@ref)
现代诗歌史上"新月派"的代表人物是哪几位？,徐志摩、闻一多、梁实秋、胡适等人[7](@ref)
长篇小说《子夜》的作者是谁？,茅盾[7](@ref)
词史上第一个以诗为词，开拓词境的词人是哪一位？,苏轼[7](@ref)
我国现存最早的一部综合性的图书分类目录是哪部作品？,《汉书·艺文志》，作者班固[7](@ref)
清代文学成就最高的是哪种体裁？,小说，代表作品有《聊斋志异》、《儒林外史》、《红楼梦》等[7](@ref)
明代的"四大奇书"是指哪四本书？,《三国演义》、《水浒传》、《西游记》、《金瓶梅》[7](@ref)
有"雨巷诗人"之称的"现代派"诗人是哪一位？,戴望舒[7](@ref)
《诗经》收录的是什么年代的作品？,西周初年至春秋中叶500多年间的诗歌作品，共305篇[7](@ref)
辛弃疾的词雄奇豪放，苍凉沉郁，他独创了什么词体？,稼轩体[7](@ref)
元代的哪部作品被誉为"杂剧之冠"？,《西厢记》，作者王实甫[7](@ref)
《写在人生边上》是哪位作家的散文集？,钱钟书[7](@ref)
我国第一部叙事详细的编年体史书是哪一部？,《左传》[7](@ref)
巴金的长篇小说《爱情三部曲》和《激流三部曲》各是哪些作品？,《爱情三部曲》：《雾》、《雨》、《电》；《激流三部曲》：《家》、《春》、《秋》[7](@ref)
"唐宋八大家"是指哪些作家？,韩愈、柳宗元、欧阳修、王安石、曾巩、苏洵、苏轼、苏辙[7](@ref)
魏晋南北朝时期具有划时代意义的文学理论批评专著有哪几部？,曹丕的《典论·论文》、陆机的《文赋》、刘勰的《文心雕龙》等[7](@ref)
王实甫在《西厢记》中提出的具有普遍意义的爱情口号是哪一句话？,愿天下有情的都成了眷属[7](@ref)
《漱玉词》是谁的词集？,李清照[7](@ref)
"南洪北孔"是指哪两位戏剧家？,洪昇，代表作《长生殿》；孔尚任，代表作《桃花扇》[7](@ref)
《倾城之恋》、《金锁记》、《传奇》是哪位作家的作品？,张爱玲[7](@ref)
在先秦作品中，"重章叠句，一唱三叹"是哪部作品的艺术特点？,《诗经》[7](@ref)
巴金的《激流三部曲》是由哪三部作品组成的？,《家》、《春》、《秋》[7](@ref)
我国最早大量创作田园诗的诗人是谁？,陶渊明[7](@ref)
清末四大谴责小说是哪四部作品？,《官场现形记》、《二十年目睹之怪现状》、《孽海花》、《老残游记》[7](@ref)
《牡丹亭》是明代一部著名的戏剧传奇，作者是谁？,汤显祖[7](@ref)
被后人誉为"五言之冠冕"的是哪部作品？,汉末文人无名氏的《古诗十九首》[7](@ref)
屈原的主要作品有哪些？,《离骚》、《九歌》、《九章》、《天问》等[7](@ref)
《都江堰》是一篇游记散文，选自余秋雨的哪本散文集？,《文化苦旅》[7](@ref)
秦代李斯的代表作品是哪篇？,《谏逐客书》[7](@ref)
明代的拟话本"三言"、"二拍"是指哪些作品？,"三言"指《喻世明言》、《警世通言》、《醒世恒言》；"二拍"指《初刻拍案惊奇》、《二刻拍案惊奇》[7](@ref)
汤显祖的"临川四梦"包括哪些作品？,《南柯记》、《邯郸记》、《牡丹亭》、《紫钗记》[7](@ref)
《汉书》、《左传》、《论语》和《国语》，哪个属于语录体散文集？,《论语》[7](@ref)
"花间派"词人的词作被编入哪部作品中？,《花间集》[7](@ref)
"汉赋四大家"是哪四位？,司马相如、班固、杨雄、张衡[7](@ref)
苏轼所说的"诗中有画，画中有诗"的山水田园诗人是指哪一位？,王维[7](@ref)
先秦时期的历史著作主要有哪几部？,《左传》、《国语》、《战国策》[7](@ref)
清人王闿运称"孤篇横绝，竟为大家"的诗人是哪一位？,张若虚，"孤篇"是指《春江花月夜》[7](@ref)
《冯谖客孟尝君》一文中，"冯谖"是什么身份？,门客[7](@ref)
"诗仙"和"诗圣"各是哪位诗人？,李白是"诗仙"，诗风飘逸；杜甫是"诗圣"，诗风沉郁[7](@ref)
舒婷的主要诗集有哪些？,《双桅船》、《会唱歌的鸢尾花》、《舒婷的诗》[7](@ref)
"元曲四大家"是指哪四位？,关汉卿、马致远、白朴、郑光祖[7](@ref)
小说的情节一般包括哪些环节？,序幕、开端、发展、高潮、结局和尾声[7](@ref)
中国古代文学史上最长的一首抒情诗是哪部作品？,《离骚》，作者屈原[7](@ref)
被称为"诗鬼"的唐代诗人是哪一位？,李贺[7](@ref)
第一个大量创制慢词长调的词人是哪一位？,柳永[7](@ref)
1918年，鲁迅在什么杂志上发表了我国现代文学史上的第一篇白话小说《狂人日记》？,《新青年》[7](@ref)
建安文人的作品具有什么特色？,多写五言诗，抒发了忧国治世的愿望，作品具有"慷慨悲凉"之气，被誉为"建安风骨"[7](@ref)
"元白"是指中唐时期的哪两位诗人？,元稹、白居易[7](@ref)
中国戏曲主要的表现手段是什么？,唱、念、做、打[7](@ref)
钱钟书的《写在人生的边上》、《人·兽·鬼》、《围城》分别是什么体裁的作品？,散文集、短篇小说集、长篇小说[7](@ref)
中国文学史上的第一篇白话小说是谁写的？,鲁迅，《狂人日记》[7](@ref)
曹禺的戏剧代表作有哪些？,《雷雨》、《日出》[7](@ref)
晚唐时的"小李杜"是指哪两位诗人？,李商隐、杜牧[7](@ref)
鲁迅的小说集、散文集和散文诗集分别是哪些作品？,小说集：《呐喊》、《彷徨》、《故事新编》；散文集：《朝花夕拾》；散文诗集：《野草》[7](@ref)
代表元代文学的最高成就是什么？,元杂剧[7](@ref)
唐代"边塞诗派"以哪些诗人为代表？,高适、岑参、王昌龄[7](@ref)
在现存唐诗中，哪三位诗人创作存量最高？,白居易（2888首）、杜甫（1465首）、李白（1045首）[7](@ref)
宋词分为哪两大流派？,豪放派（苏轼、辛弃疾）和婉约派（秦观、李清照等）[7](@ref)
广义的"诗歌"包括哪些形式？,诗、词、曲、赋[7](@ref)
question,answer
感冒忌用下列哪一种食物？,海鱼[5](@ref)
老年人一天吃几只鸡蛋才合适？,1~2只[5](@ref)
柠檬汁有哪些营养含量？,维生素A和维生素C[5](@ref)
饮酒对人体的哪些器官最为有害？,心脏[5](@ref)
苹果中含有增强记忆力的微量元素是？,锌[5](@ref)
吃太多手摇爆米花机爆出的米花会导致？,铅中毒[5](@ref)
方便面里必然有哪种食品添加剂？,合成抗氧化剂[5](@ref)
关于合理饮食有利于健康的下列说法正确的是？,养成良好的饮食习惯，多吃蔬菜、水果等碱性食物[5](@ref)
低盐饮食有利于预防什么疾病？,高血压[5](@ref)
碘缺乏会导致儿童、青少年什么后果？,生长发育和智力受影响[5](@ref)
夏季在烈日下工作或运动量过大出汗多时，为预防中暑应多喝？,盐开水[5](@ref)
烧菜时最好在何时加碘盐以减少碘的损失？,菜将出锅时[5](@ref)
某人由于营养不良，身体浮肿，其食疗补救措施是？,多喝豆汁[5](@ref)
下列不属于营养物质的是？,肝糖元分解形成的葡萄糖[5](@ref)
成年人中的骨质软化病、夜盲症、脚气病、坏血病都属于营养缺乏症，缺少的营养物质依次是？,维生素D、维生素A、维生素B1、维生素C[5](@ref)
在人的一生中，脑发育的最关键时期是？,胎儿期和婴儿期[5](@ref)
自然界中，有"智慧元素"之称的是？,碘[5](@ref)
食品的保质期是指它的？,最佳食用期[5](@ref)
下列说法中不正确的是？,死鳝鱼、死甲鱼、死螃蟹只要做熟了还是能吃的[5](@ref)
绿色食品、有机食品、无公害农产品标准对产品的要求由高到低依次排列为？,有机食品、绿色食品、无公害食品[5](@ref)
以下哪种食品可以食用？,发芽的土豆[5](@ref)
正确的豆浆食用方法是？,喝豆浆时搭配其他食物[5](@ref)
吃酸菜时最好吃一些什么可减少亚硝酸盐的危害？,富含维生素C的水果[5](@ref)
郊游时，看见野生蘑菇，您应该怎么做？,野生的蘑菇不安全，不采摘也不食用[5](@ref)
出现食物中毒症状或者误食化学品时，最先采取的急救措施是？,催吐[5](@ref)
人体通常可以自制哪种所需的维生素？,维生素K[3](@ref)
如果破了伤口，用什么擦可以消炎？,盐水[3](@ref)
牛奶不宜与何种水果同食？,桔子[3](@ref)
以下哪一种牛奶不能直接饮用？,生鲜奶[3](@ref)
宰杀家禽前先给它灌喝什么宰杀后拔毛时就会既快又干净？,酒[3](@ref)
搬运昏迷或有窒息危险的伤员应该采用什么姿势？,侧俯卧式[3](@ref)
菜刀生锈，除锈的方法最好用？,用切开的葱头擦拭[3](@ref)
睡觉时磨牙的原因是什么？,缺锌[3](@ref)
如果服用中药，那么应忌哪样食品？,萝卜[3](@ref)
老年人吃菜应多加些？,醋[3](@ref)
对人体来说安全电压是不超过多少伏？,36伏[3](@ref)
成年人每日的正常睡眠时间应是多少小时？,7-8小时[3](@ref)
衣服上沾上血迹用什么洗为宜？,冷水[3](@ref)
中药不可用什么煎？,铁锅[3](@ref)
将塑料袋按在水中，松手后怎样的塑料袋是有毒的？,浮在水面[3](@ref)
吃冰淇淋不解渴主要是因为它？,含糖[2](@ref)
下列哪项是人体的造血器官？,骨髓[2](@ref)
下列哪种球类没有越位的规则？,篮球[2](@ref)
我国铁路部门规定身高多少的儿童要买全票？,1.40米[2](@ref)
敲门砖一词源于？,做官[2](@ref)
工笔是哪种绘画形式的技法？,国画[2](@ref)
"冰激凌"是从哪国传进的外来语？,英国[2](@ref)
"席梦思"三个字源于什么？,人名[2](@ref)
"八仙过海"中的八仙除铁拐李、张果老、吕洞宾、曹国舅外还有？,韩湘子、蓝采和、何仙姑、汉钟离[2](@ref)
"无冕之王"的由来与下列哪一个有关？,英国《泰晤士报》[2](@ref)
老三届指的是那几年毕业的初、高中毕业生？,1966-1968[2](@ref)
博士作为官名最早出现在？,秦[2](@ref)
《在那遥远的地方》是哪里的民歌？,青海民歌[2](@ref)
人体含水量百分比最高的器官是？,眼球[2](@ref)
人体最大的解毒器官是？,肝脏[2](@ref)
下半旗是把旗子下降到？,距离杆顶的1/3处[2](@ref)
下列地点与电影奖搭配不正确的是？,柏林-圣马克金狮[2](@ref)
下列哪种邮件如果丢失了，邮局不负赔偿责任？,平信[2](@ref)
下面哪种酸，人在品尝时不是酸味的？,单宁酸[2](@ref)
土豆不宜存放在什么地方？,日光照射处[2](@ref)
小华家的电灯丝断了，他把灯泡晃了晃使灯丝又搭上了，再用的时侯会发现？,灯比原来亮了[2](@ref)
飞机票头等舱的票价一般为普通舱票价的？,150%[2](@ref)
马拉松赛跑中的"马拉松"一词是指？,地名[2](@ref)
中国无声影片的最高峰《神女》是谁的代表作？,阮玲玉[2](@ref)
中国民间"送灶神"时要吃粘牙的甜食，这是为了？,用糖粘住灶神的牙[2](@ref)
中国抗日战争中，最早为抗击日寇牺牲的中国将领是？,赵登禹[2](@ref)
什么时间吃水果比较好？,饭前食用[2](@ref)
父母和一个已婚子女及其配偶、后代所组成的家庭属于什么类型的家庭？,直系家庭[2](@ref)
世界上最大最贵的钻石藏在？,英国王室[2](@ref)
世界上最高的立式佛像——巴米杨佛在哪个国家？,阿富汗[2](@ref)
仙人掌进行光合作用是依靠？,茎[2](@ref)
以下哪一类茶是半发酵茶？,乌龙茶[2](@ref)
古时戒指用来表示？,禁戒[2](@ref)
光脚散步对小儿发育有好处吗？,有[2](@ref)
全世界最大的石佛像在？,四川乐山[2](@ref)
吃太多手摇爆米花机爆出的米花会导致？,铅中毒[2](@ref)
在英语当中，哪两个字母的出现频率最高？,e,t[2](@ref)
多大的数字被称为天文数字？,亿以上[2](@ref)
如需要一壶50℃的温水，哪一种方法更节省燃料？,把整壶水烧到50℃[2](@ref)
有"植物熊猫"之称的是？,银杉[2](@ref)
竹子是？,草[2](@ref)
自来水表上的一度水表示耗水量为？,一立方米水[2](@ref)
西印度群岛位于？,大西洋西部[2](@ref)
两次获得诺贝尔奖的有？,居里夫人、巴丁等[2](@ref)
我国最先出现的纸币是？,宋代的"交子"[2](@ref)
味精的主要成分是什么？,谷氨酸钠[2](@ref)
狗热时用什么散热？,舌头[2](@ref)
现在美国国旗星条旗上有多少颗星？,50颗[2](@ref)
苹果中含有增强记忆力的微量元素是？,锌[2](@ref)
陕西乾陵武则天墓碑上有几个字？,无一字[2](@ref)
鱼、蛙、蛇等冷血动物的体温是？,随外界的温度变化而变化[2](@ref)
举世闻名的泰姬陵在？,印度[2](@ref)
俗称"四不象"的动物是？,麋鹿[2](@ref)
按照风俗习惯戒指带在中指上表示？,正在恋爱之中[2](@ref)
人体最大的器官是什么？,皮肤[1](@ref)
太阳系中最大的行星是哪一颗？,木星[1](@ref)
水的沸点是多少摄氏度？,100摄氏度[1](@ref)
地球上最深的海洋是什么？,马里亚纳海沟[1](@ref)
人类的骨骼有多少块？,206块[1](@ref)
世界上最长的河流是哪个？,尼罗河[1](@ref)
咖啡的主要成分是什么？,咖啡因[1](@ref)
冰的密度比水大还是小？,小[1](@ref)
人类的五种基本味觉是什么？,甜、咸、酸、苦、鲜[1](@ref)
光速是多少？,299,792,458米/秒[1](@ref)
苹果的主要营养成分是什么？,纤维素[1](@ref)
人类最早驯化的动物是什么？,狗[1](@ref)
氧气的化学符号是什么？,O[1](@ref)
地球的自转周期是多少小时？,24小时[1](@ref)
电流的单位是什么？,安培[1](@ref)
世界上最大的沙漠是哪个？,撒哈拉沙漠[1](@ref)
人体内最多的元素是什么？,氧[1](@ref)
哪种维生素可以帮助视力？,维生素A[1](@ref)
牛奶的主要成分是什么？,蛋白质和脂肪[1](@ref)
世界上最高的山峰是什么？,珠穆朗玛峰[1](@ref)
哪个国家是世界上面积最大的国家？,俄罗斯[1](@ref)
人类最早使用的文字是什么？,楔形文字[1](@ref)
香蕉属于哪种水果？,草本植物[1](@ref)
地球的年龄大约是多少年？,约45.4亿年[1](@ref)
哪个元素的化学符号是H？,氢[1](@ref)
人类的DNA主要由什么组成？,核苷酸[1](@ref)
世界上最小的鸟是什么？,蜂鸟[1](@ref)
火的三要素是什么？,可燃物、氧气和热量[1](@ref)
人类的心脏有多少个腔室？,四个[1](@ref)
哪个器官负责过滤血液？,肾脏[1](@ref)
地球上海洋面积与陆地面积哪个比较大？,海洋[2](@ref)
金字塔位于哪个国家？,埃及[2](@ref)
什么支架不但牢固稳定，而且用料最少？,三角形[2](@ref)
怎样证明人呼出的是二氧化碳气体？,澄清的石灰水变混浊[2](@ref)
水表是用来干什么的？,测量用水量[2](@ref)
我们用的书本主要是由什么材料制作的？,木材[2](@ref)
为什么一年内有春、夏、秋、冬四季变化？,由于地球的公转[2](@ref)
花是不是都在阳光下才能开放？,不是。如：昙花在夜间开放[2](@ref)
光和声的传播速度哪个比较快？,光速[2](@ref)
桃花是在每年的几月开放？,三月[2](@ref)
热的传递方式有哪三种？,传导、对流、辐射[2](@ref)
不能喝已反复煮沸的水吗？,可以喝。反复煮沸后水中的亚硝酸盐含量仍远低于饮用水标准[2](@ref)
过多的水会增加肾脏的负担吗？,不会。只要肾功能和心脏功能正常，就鼓励多喝水[2](@ref)
剩下的食物要冷却放冰箱吗？,不建议等待冷却，应直接用保鲜膜包裹放入冰箱[2](@ref)
塑料包装可以加热吗？,只有标有"微波加热"的塑料包装可以加热[2](@ref)
发烧时不能吃鸡蛋吗？,可以吃。吃一两个鸡蛋的额外热量对体温几乎没有影响[2](@ref)
红葡萄酒可以软化心血管吗？,不可以。红葡萄酒中的酒精不容忽视，世界卫生组织反对用酒精保护心血管[2](@ref)
猫为什么怕吃烫东西？,猫的味觉很发达，因此舌尖很敏感[2](@ref)
土豆芽真的有毒吗？,土豆芽中有龙葵碱，但只要把土豆上的芽挖掉后再吃就安全[2](@ref)
海里真的有不游水的鱼吗？,有。如日本海沿岸的辟鱿科鱼[2](@ref)
宇航员在月球上走时会扬起沙尘吗？,会扬起沙尘，但由于没有空气，沙尘会立刻落下[2](@ref)
脓真的是细菌的尸体吗？,脓是白血球和细菌的战争战死者的"尸体"[2](@ref)
为什么人的酒量不同？,因为人体内分解酒精的酶多少不同[2](@ref)
为什么打流感预防针后不能洗澡？,因为打预防针后人体抵抗力受影响，洗澡容易着凉或引起针口感染[2](@ref)
青蛙为什么要冬眠？,因为青蛙是冷血动物[2](@ref)
柿子为什么有的涩有的甜？,因为不成熟的果实里有很多丹宁酸，成熟的柿子里很少[2](@ref)
为什么金鱼身体变黑就会死去？,水不干净或是身体内部有病，金鱼身体都会变黑，说明健康状况不好[2](@ref)
地球内部的结构是什么样的？,地球内部由三层构成：地壳、地幔、地核[2](@ref)
人造卫星为什么能绕地球运行，而不掉下来？,因为有地球引力的作用[2](@ref)
被蚊子叮后为什么皮肤会发痒？,因为蚊子叮人后吐出的唾液会使人发痒[2](@ref)
煤气中毒是怎么回事？,煤气中毒就是一氧化碳中毒[2](@ref)
太阳能电池的发电结构是怎样的？,由半导体构成，主要材料是硅和铝合金[2](@ref)
保温瓶能热但能保"冷"吗？,能[2](@ref)
鸡蛋为什么在水中沉底而在盐水中漂浮？,因为鸡蛋的比重比水大而比盐水小[2](@ref)
响尾蛇是从何处发出声音的？,从尾部发出。它的尾巴尖上有几个角质的环节，摇动时会发出声音[2](@ref)
蝉在夜间栖息在何处？,蝉在夜间栖息的地方就是白天活动的地方[2](@ref)
不同窝的蚂蚁相遇后真的会打架吗？,会[2](@ref)
人身上为什么会发痒？,最后在皮肤形成组胺这种化学物质而引起的发痒[2](@ref)
汽车玻璃为什么很结实？破碎后也不容易伤人？,因为汽车玻璃是钢化玻璃，破碎后呈圆珠形[2](@ref)
为什么煤气泄漏时不能开排风扇也不能打电话？,因为开排风扇和打电话都容易产生火星，会引起爆炸[2](@ref)
为什么体温计的水银柱上升后不会自动下降？,因为体温计下部有一个非常细的部分[2](@ref)
为什么倒啤酒时会有许多泡沫？,因为啤酒中有很多二氧化碳[2](@ref)
小猫喝狗奶有关系吗？,没有[2](@ref)
蝌蚪变成青蛙时，鳃是变成了肺吗？,不是。鳃消失了；肺是后来长成的[2](@ref)
年年下雨下雪，为什么天上的水总下不完呢？,因为水在自然界中是不停循环的[2](@ref)
日食是怎样形成的？,当太阳、地球、月球在同一直线上时，月球挡住了人的视线[2](@ref)
酒精灯芯为什么不会被烧掉？,因为酒精灯燃烧时烧的是酒精而不是灯芯[2](@ref)
